width,spacing,x_coord,y_coord,true_label,P_safe,P_hotspot
57.67365994401162,41.51051474992314,6.788363995760483,13.72779144827101,0.0,0.9999999999999747,2.5246841074579785e-14
23.29232109251067,62.54284790509154,16.23839715049178,11.060746707035964,0.0,0.9999999997253819,2.7461815730023623e-10
52.40613052242712,58.11812590042369,1.828350659017068,21.03399198948329,0.0,1.0,1.9526122983899622e-19
54.80243888897738,35.35253462947654,3.484249443686076,8.881933280506573,0.0,0.9999999975873908,2.4126091992481538e-09
46.12729075348914,54.35200786847781,-9.32600170878967,22.53580555045132,0.0,0.9999999999999567,4.322853504981338e-14
59.425046895036026,40.6786175490905,-4.752716575074548,-14.422679736158749,0.0,0.9999999999968308,3.1691631078760325e-12
48.8426065804891,50.57956558114633,11.654800483571751,-15.074989614676424,0.0,0.9999999999991902,8.097808731180341e-13
53.41458005102649,51.70194395650966,-20.527608003987933,3.6991695267925415,0.0,0.9999999999999962,3.878202781903829e-15
61.34095275452876,52.08647269842321,-4.071885611930993,-17.997159305428465,0.0,1.0,2.084020052165603e-18
43.40786258865566,56.69164771401508,-14.682446709207,-9.694841004498352,0.0,0.9999999999999765,2.3511497830401564e-14
41.19473355128299,55.57385309303236,7.015151190129174,-4.43765470475496,0.0,0.9999999999990303,9.697018145122986e-13
52.28719837199351,46.1073954662,10.913096763718542,-2.8556211428319367,0.0,0.9999999999984954,1.5044659461902333e-12
44.091504155050565,59.42217212429594,-14.309425686712064,-9.894897786295584,0.0,0.9999999999999996,4.835463040053947e-16
68.61047841149794,50.23890579329697,18.09853757443463,-6.32954964580203,0.0,1.0,4.9637680582529706e-23
38.09124285548365,56.06193175601891,13.02917765291052,-2.7046454321456803,0.0,0.9999999999923979,7.602218698469357e-12
43.495671491452526,44.71236490455468,-0.5186534080804555,-4.326721685471657,0.0,0.9999999369613504,6.303864968816777e-08
43.18100655164236,76.62677105455212,4.559958033439214,-10.0288581164059,0.0,1.0,3.9575247080560162e-25
55.68994664166725,43.367613742126565,4.416818388587975,8.718645051810991,0.0,0.9999999999998315,1.6854429532944146e-13
38.37098859159784,48.82208690485352,-13.922507557467696,-13.400387492789983,0.0,0.9999999916933392,8.306660768180932e-09
41.709739939822974,55.92898432098831,-9.726233506116394,-2.9858212920181626,0.0,0.9999999999996536,3.4636848432015955e-13
63.02432851853749,49.86015597467065,0.7300514203854025,12.339756713551846,0.0,1.0,1.3208994585330757e-20
61.20728564653543,38.614981555277424,0.288667545468393,-5.298360449070928,0.0,0.9999999999993787,6.212619070683582e-13
59.551556393438176,54.06850450840935,10.28924610541714,-11.99736157085466,0.0,1.0,2.977731312079273e-19
54.72048588634252,53.73762589936401,-11.207654345649562,-2.0871736893402084,0.0,1.0,7.657808680380428e-17
47.25083961521885,62.93664897144804,-11.733926019953534,-3.45508521161768,0.0,1.0,9.215376802960795e-19
64.5415178936875,48.755738227511486,-4.466780957223656,4.640820111132711,0.0,1.0,6.728045383564475e-20
48.65344493101222,46.105561091590005,-6.78630761329717,3.6437558079750714,0.0,0.9999999999063047,9.369537778017801e-11
46.18430010498474,60.93250957050286,-4.217113885893991,7.23796520364964,0.0,1.0,2.2910539981970042e-17
41.5791493098465,53.62645101453421,5.142120761638905,-12.04052973690844,0.0,0.9999999999935354,6.464681700722716e-12
53.169300991126434,51.478550916440575,0.4605382275984298,8.764082884658073,0.0,0.9999999999999993,7.244566344359007e-16
34.5468396475426,56.243233839989365,-0.7894340437394755,11.237528227846756,0.0,0.9999999998649955,1.3500452841865022e-10
56.06986260971903,52.61139308459441,3.802191731999025,8.19618083483771,0.0,1.0,5.903008047756974e-18
57.048548149684464,54.51703798167827,-3.825770137059096,-15.449334354794896,0.0,1.0,5.931239922291735e-18
55.79911746378526,50.95616335459909,2.423188384625096,1.3702815961039327,0.0,0.9999999999999998,1.5104323286405235e-16
47.12834713172072,57.27975262716822,-12.238799029317716,-13.538620192586396,0.0,0.9999999999999993,7.158219922859981e-16
44.52224020413281,43.53340533568985,0.6946564594289757,12.380927875491489,0.0,0.9999999577214826,4.227851744525868e-08
61.01195874963619,57.320038754054565,-18.83460327903441,8.091438093738851,0.0,1.0,1.781186710655611e-21
37.83374022235831,60.61886265837204,-16.037573107211443,-4.976373060075786,0.0,0.9999999999999916,8.513363066497333e-15
50.86543567520474,47.09830100616325,-15.207499918432134,1.4353932205967863,0.0,0.9999999999936213,6.378700511069468e-12
