width,spacing,x_coord,y_coord,aspect_ratio,distance_from_origin,area,distance_from_center,label
54.10413149100447,52.722055157190326,17.380611603420824,33.16675464997795,1.1131828414776113,33.765923551964356,2833.177701074255,24.314027816320873,0.0
54.88238043876684,46.194446048121726,0.5572456513353949,9.367324223361479,1.2287549096278554,8.371782047055495,2544.6086110296883,9.46392562986256,0.0
58.19931051468511,52.31437724511619,4.332924836380378,3.0042717935990333,1.108857554891052,3.091690279943222,2989.1930965856895,9.003108021563913,0.0
58.97565665799795,44.18365778305295,-3.2290044096460786,-9.619904819965159,1.365335651018062,13.053900457201586,2628.8011940228034,23.663203984560656,0.0
42.58482516916405,43.34904634255419,-14.463308602383723,4.632502365424523,0.9474444787960482,18.640241606487272,1865.5940258637088,25.0452290592966,0.0
36.90745692859127,59.513706919353396,-24.87406359354011,-3.3079547258733513,0.6515643622742695,14.67348921384319,2219.4993827986445,37.32696037065133,0.0
57.33632583785457,50.107463811005175,3.4263596187402783,-8.510297838438438,1.018177241513933,8.08802675102637,2841.0080972666556,19.64290899866482,0.0
45.36750351401916,60.02618401771848,0.2952346106940383,9.647380705633022,0.6616813960191062,5.6645847701699035,2750.2132242267317,9.71116942639921,0.0
53.75849307930674,46.59358849776834,-6.4284696273829,-20.898828193847383,1.115715737199431,12.787033753533146,2413.3192337258497,34.994745291982625,0.0
62.19869658814286,44.68585380473769,9.681678674078036,-18.816131159520193,1.3532567143433256,32.54286614542893,2756.8405244075416,28.81788929587327,0.0
52.866528384800034,59.334176018784966,5.325885402660999,13.2426252621363,0.963263335721955,12.837849424905508,3152.5520083939355,5.6887578485731,0.0
48.93059474249885,49.793859180711216,-3.227297026666754,7.2104630962075404,0.949087094092059,10.800172843862995,2435.7379305055542,13.518243331486794,0.0
59.77237320590488,52.135608510961696,-8.364783054369866,-7.954382581427758,1.324989000373463,13.812384834156326,3151.69684940695,25.683167844219433,0.0
60.3845807843264,62.7538145302858,15.39966486352256,1.0222794843063276,0.9371266770787137,21.325349323506114,3753.624551969413,10.476442444659693,0.0
39.862420540483775,46.97514406211862,-1.3485213620665575,1.103170367175963,0.7819867977796475,7.043575775399471,1960.8760843635089,14.42021201719229,0.0
36.94885133898154,64.52554612029616,12.906620587410627,-5.672350146520616,0.3963260406632857,6.946275060837925,2360.233229022412,15.939604836830306,0.0
46.075850511544076,37.59980983804371,9.687230171544858,11.868900335738395,1.23146939844776,14.050856492440936,1722.4010787814514,1.894891403356653,0.0
53.63593881194138,54.92078705413586,-16.244188667502783,-2.283017765591511,0.8734963667452136,13.679191974338732,3010.764400024309,28.97636906593575,0.0
36.9246025963178,60.22070901633889,0.9523668806864907,-4.99273630969396,0.6685791349173114,12.30416699206476,2261.5833569202077,17.51119091077801,0.0
51.2209796431631,53.770093718434104,-4.347571389293824,-7.693545183951135,1.1189644623629194,7.500001836824213,2718.4063604028747,22.779691524412772,0.0
52.20456798364962,40.426603248483076,10.1553070037198,28.304435858851992,1.5203787611422857,32.28952616987172,2128.9033907501134,18.3050947109331,0.0
51.18364735000077,49.18730309687571,-7.7804208795337555,4.6959685270956335,1.0694279109715081,17.420309812316223,2479.4674762195436,18.55467910040268,0.0
55.71357486163238,48.921998767822146,7.20903945584863,-6.888802827209638,1.237005364096527,9.635924888447722,2796.072385002248,17.11785972881464,0.0
48.08674369999951,50.56222327526669,-3.3056960441878105,-3.8998864159495934,0.9135840023566616,14.800479687311146,2413.68886805844,19.24183955854053,0.0
41.27891882974845,56.782572230549846,1.709267100162057,8.868911754917722,0.7347816280404887,20.050407102890958,2296.6234746443674,8.367533246699328,0.0
46.499912814873426,47.74856051529941,6.061162244964146,0.5169739137093293,0.8970803321739669,5.987050138179318,2166.107816464659,10.268506542519475,0.0
55.028589607009856,40.535652814808216,-0.47141569234650443,5.446267090608794,1.317015837113915,10.563250392488563,2252.660422375125,11.418714026193717,0.0
55.32315624569695,41.72258369618284,3.66416935308027,-16.05378035717053,1.1752504304229556,22.058489867846813,2328.871738572419,26.813097935265375,0.0
51.23982373306675,56.310697387601955,-9.656465416290743,-13.206888202116168,0.809973499007391,22.886005570693218,2849.4232826093353,30.412765291688828,0.0
56.06610820097544,38.05730310599613,14.57293335445977,-12.070487202808845,1.6236763967924874,15.930515339628187,2123.8211344615875,22.539257415311617,0.0
65.33068798751476,52.937086660145205,6.361094152930349,-42.558639807342296,1.2948314668095506,45.57152814848691,3413.0555820312925,52.6844593230469,0.0
42.03162996803621,56.11207449771294,-9.510817642282907,1.8869368971538458,0.6203438814667241,14.571299656389895,2304.200603085587,21.13039985379315,0.0
58.35108417247935,49.28347730584404,-8.663813712091276,-5.870236611757193,1.2082843875341185,6.825425705991209,2975.1279742188776,24.499027580555207,0.0
